CNTSTUID;CNTSCHID;STRATUM;STU_GENDER;ISCEDP;REPEAT;EXERPRAC;RELATST;BULLIED;FAMSUP;HISCED;ICTRES;ESCS;SCHLTYPE;SCHSIZE;TOTAT;PROATCE;STRATIO;STAFFSHORT;EDUSHORT;SCPREPBP;SCPREPAP;PROBSCRI;CV19_ONLINE_CLASS;CV19_CANCELLED_CLASS;TC_GENDER_MEAN;TC_AGE_MEAN;TC_EXP_MEAN;TC_PERM_PERC;PV1MATH;PV2MATH;PV3MATH;PV4MATH;PV5MATH;PV6MATH;PV7MATH;PV8MATH;PV9MATH;PV10MATH;PV1FLIT;PV2FLIT;PV3FLIT;PV4FLIT;PV5FLIT;PV6FLIT;PV7FLIT;PV8FLIT;PV9FLIT;PV10FLIT;PV1CRTH_NC;PV2CRTH_NC;PV3CRTH_NC;PV4CRTH_NC;PV5CRTH_NC;PV6CRTH_NC;PV7CRTH_NC;PV8CRTH_NC;PV9CRTH_NC;PV10CRTH_NC
62050001.0;62000159.0;PRT15;1.0;244.0;1.0;6.0;0.1469;1.1953;0.0332;7.0;-0.4318;0.0389;3.0;1211.0;130.5;0.9693;9.2797;0.8371;0.7973;1.5317;0.8462;0.3285;4.0;1.0;;;;;326.025;310.683;381.501;361.194;323.509;345.07;388.066;324.94;349.369;381.564;275.156;317.354;315.489;334.765;266.051;362.615;338.191;285.508;336.783;294.46;;;;;;;;;;
62050002.0;62000170.0;PRT09;2.0;344.0;0.0;5.0;0.2898;-1.228;-0.2763;8.0;-0.083;0.2477;3.0;1354.0;139.5;0.9606;9.7061;1.2579;-0.2376;0.0464;-0.7898;0.7965;4.0;1.0;1.2857142857142858;55.666666666666664;31.428571428571427;0.8571428571428571;512.913;449.364;495.248;463.337;482.636;451.378;513.194;482.906;451.828;503.462;528.411;543.353;497.067;456.889;525.051;515.865;553.942;511.938;430.288;499.719;;;;;;;;;;
62050003.0;62000004.0;PRT07;1.0;244.0;1.0;2.0;-0.5679;0.6699;1.7153;9.0;-0.6631;-0.0502;3.0;1800.0;141.0;1.0;12.766;0.6231;0.6299;-0.8314;-4.1689;1.111;5.0;5.0;1.3157894736842106;53.63157894736842;27.63157894736842;0.8421052631578947;330.337;311.841;317.021;342.866;317.368;296.419;289.103;305.524;321.234;291.092;414.165;388.497;409.107;410.837;458.472;385.367;365.902;425.187;396.244;388.843;;;;;;;;;;
62050005.0;62000044.0;PRT10;1.0;344.0;0.0;1.0;2.2513;-1.228;-0.62;8.0;-0.083;0.7341;3.0;2190.0;286.0;1.0;7.6573;4.0442;2.9595;;;;;;1.434782608695652;51.041666666666664;24.041666666666668;0.7916666666666666;512.038;518.364;529.584;505.298;495.686;503.985;516.639;499.1;528.522;507.636;476.505;500.268;478.663;514.327;502.703;499.884;412.701;478.555;536.323;452.245;;;;;;;;;;
62050007.0;62000001.0;PRT08;2.0;344.0;0.0;10.0;2.9152;0.1107;-0.0578;4.0;-0.243;-0.8923;1.0;1398.0;67.5;1.0;20.7111;-1.4551;-1.4212;0.0464;0.1102;-0.5687;5.0;1.0;1.5;42.72222222222222;18.27777777777778;0.7222222222222222;717.597;689.809;709.901;666.03;663.962;735.634;707.359;700.828;707.304;653.374;752.673;653.346;763.571;687.354;702.984;712.948;685.122;698.41;747.066;687.006;;;;;;;;;;
62050009.0;62000090.0;PRT20;2.0;354.0;0.0;10.0;-0.048;-1.228;0.6999;3.0;-1.1846;-1.6171;3.0;2638.0;309.0;1.0;8.5372;1.5683;1.6996;0.4911;0.8462;0.6649;5.0;1.0;1.380952380952381;52.904761904761905;28.80952380952381;0.7142857142857143;544.768;481.282;503.555;498.667;440.398;433.647;469.005;528.476;500.597;458.287;598.66;542.4;569.643;560.334;535.276;536.811;549.53;534.421;542.048;505.615;;;;;;;;;;
62050010.0;62000182.0;PRT18;1.0;344.0;0.0;3.0;0.6367;-1.228;1.6481;6.0;0.1762;-0.0498;3.0;2276.0;267.0;0.9963;8.5243;0.43;0.1;0.8101;-0.4247;0.1896;5.0;1.0;1.2727272727272727;52.68181818181818;28.318181818181817;0.8181818181818182;449.233;492.739;438.502;483.002;547.775;456.327;523.057;455.644;486.603;463.76;513.656;508.631;503.957;552.399;542.557;544.754;519.322;522.747;518.133;518.875;;;;;;;;;;
62050013.0;62000048.0;PRT08;2.0;344.0;0.0;10.0;-0.7949;-1.228;0.4923;4.0;0.1031;-0.4218;3.0;1368.0;176.0;0.8807;7.7727;2.1075;1.2478;-0.0337;0.8462;1.111;5.0;1.0;1.1904761904761905;51.333333333333336;25.80952380952381;0.6363636363636364;518.25;523.452;561.296;505.823;565.719;563.27;515.053;482.305;580.29;550.382;538.399;537.506;513.418;548.486;566.58;545.277;534.376;531.932;543.017;605.907;;;;;;;;;;
62050015.0;62000040.0;PRT10;1.0;344.0;0.0;4.0;0.3188;-1.228;-0.6211;7.0;0.0346;0.4236;3.0;649.0;89.0;0.9775;7.2921;1.0815;1.6729;-0.8314;0.8462;0.3786;5.0;1.0;1.2941176470588236;48.294117647058826;20.1875;0.4117647058823529;441.958;487.973;445.807;478.426;444.321;441.616;447.092;489.953;468.744;479.803;470.746;550.053;420.155;495.314;513.394;507.363;449.429;516.961;469.246;495.707;;;;;;;;;;
62050016.0;62000175.0;PRT04;1.0;344.0;0.0;2.0;0.8541;0.6132;-0.9405;8.0;-0.7424;0.8708;3.0;1700.0;195.0;1.0;8.7179;0.3595;-1.4212;;;;;;1.25;48.65;23.94736842105263;0.7;516.885;458.953;514.316;485.724;529.379;575.157;495.151;506.562;500.255;481.302;522.793;488.867;529.994;493.714;492.391;537.4;526.512;513.485;486.596;479.205;;;;;;;;;;
62050017.0;62000044.0;PRT10;1.0;344.0;0.0;3.0;-0.3136;-1.228;1.8194;10.0;-1.9303;-1.0748;3.0;2190.0;286.0;1.0;7.6573;4.0442;2.9595;;;;;;1.434782608695652;51.041666666666664;24.041666666666668;0.7916666666666666;345.075;345.331;352.955;338.712;315.088;353.099;406.943;347.214;332.324;370.146;320.08;333.253;374.332;366.88;362.093;410.206;364.189;353.753;373.089;336.292;;;;;;;;;;
62050022.0;62000118.0;PRT21;1.0;344.0;0.0;10.0;1.7876;-1.228;0.8626;5.0;0.4658;0.419;1.0;899.0;67.0;0.9701;13.4179;-1.4551;-1.4212;0.0464;0.1102;-1.0628;5.0;1.0;1.3888888888888888;48.0;23.38888888888889;0.9444444444444444;549.823;541.451;561.309;544.186;565.456;545.532;555.045;555.283;553.937;563.954;544.965;574.524;588.908;506.569;597.111;552.423;553.254;629.631;586.905;611.431;;;;;;;;;;
62050023.0;62000072.0;PRT07;2.0;244.0;1.0;4.0;-0.4502;-0.391;-0.0476;8.0;-0.4132;0.6803;3.0;1294.0;148.5;1.0;8.7138;-0.3163;-0.2376;0.7916;0.8462;1.2328;2.0;1.0;1.1428571428571428;52.357142857142854;24.5;0.7142857142857143;404.447;423.619;444.113;444.44;423.308;388.665;411.994;416.594;412.055;399.825;465.523;367.422;454.199;422.702;462.263;418.096;427.532;467.717;434.309;388.068;;;;;;;;;;
62050024.0;62000088.0;PRT08;2.0;344.0;;;;;;;;;1.0;1519.0;99.0;1.0;15.3434;0.21;0.0686;0.7337;0.8462;-0.5687;5.0;1.0;1.2083333333333333;42.458333333333336;15.347826086956522;0.875;554.878;506.95;618.749;529.165;543.742;547.943;558.592;562.471;547.934;592.324;560.393;504.071;584.41;524.986;546.823;540.004;545.264;499.732;529.691;525.715;;;;;;;;;;
62050025.0;62000055.0;PRT07;1.0;244.0;0.0;0.0;-0.8281;0.5381;;10.0;-1.0803;-0.5861;3.0;969.0;99.5;0.9648;9.7387;0.43;1.6863;-0.8314;0.8462;0.3786;5.0;1.0;1.105263157894737;54.10526315789474;28.526315789473685;0.8421052631578947;358.296;399.992;368.71;351.503;341.277;358.745;347.935;438.457;372.121;354.323;375.116;414.034;339.609;413.016;407.187;393.117;349.902;426.806;384.639;414.748;;;;;;;;;;
62050026.0;62000111.0;PRT07;2.0;344.0;0.0;10.0;-0.0722;0.2289;1.0728;9.0;-0.8663;0.9025;3.0;3506.0;325.0;0.0031;10.7877;0.85;0.1;;;;;;1.2857142857142858;52.57142857142857;27.952380952380953;0.7619047619047619;514.677;501.806;488.696;521.369;534.65;524.2;457.457;505.181;498.709;454.051;522.258;551.436;495.372;502.261;529.129;545.45;491.722;507.568;518.503;469.218;;;;;;;;;;
62050028.0;62000186.0;PRT03;1.0;344.0;0.0;5.0;-0.037;-1.228;-0.1198;10.0;0.4658;0.7893;3.0;2076.0;317.5;0.9449;6.5386;1.1782;0.1;;;;;;1.45;44.15;16.4;0.4;492.357;554.816;472.352;466.58;563.45;492.57;560.126;468.357;518.901;531.117;486.731;546.576;500.784;525.183;501.434;480.006;504.034;472.334;496.411;513.453;;;;;;;;;;
62050031.0;62000037.0;PRT23;2.0;344.0;0.0;10.0;0.2282;-0.5168;0.5474;8.0;0.2327;0.9495;3.0;2144.0;245.0;0.0163;8.751;0.592;0.1;-0.1334;0.8462;0.0436;5.0;1.0;1.25;49.5;25.0;0.7;533.683;601.893;585.404;564.222;538.12;547.907;574.172;613.976;546.074;543.783;622.513;606.458;580.05;627.181;546.073;582.1;520.672;606.761;565.672;539.314;;;;;;;;;;
62050036.0;62000104.0;PRT08;1.0;344.0;0.0;10.0;0.2875;-1.228;1.695;7.0;0.2603;0.4693;3.0;2386.0;238.0;0.0378;10.0252;0.9995;0.1;-0.8314;0.8462;0.6649;5.0;1.0;1.263157894736842;52.421052631578945;24.842105263157894;0.631578947368421;544.088;525.153;537.512;532.442;539.479;582.283;539.05;542.797;532.261;486.875;665.953;594.932;553.384;647.304;569.049;633.216;618.672;548.809;589.467;591.553;;;;;;;;;;
62050047.0;62000002.0;PRT21;1.0;344.0;0.0;3.0;0.2842;-1.228;1.7166;8.0;-0.1538;0.848;3.0;941.0;98.0;0.9898;9.602;0.3595;0.4292;-0.8314;-0.7714;0.0436;4.0;1.0;1.2;53.75;28.2;0.7;511.349;454.845;515.88;481.991;456.276;482.469;510.792;441.05;483.846;463.603;507.273;547.336;576.309;524.675;618.487;603.852;612.513;535.318;563.029;525.779;;;;;;;;;;
62050048.0;62000171.0;PRT22;1.0;344.0;0.0;4.0;-0.4408;-1.228;-1.0585;4.0;0.2198;-0.3196;3.0;2890.0;239.5;0.0209;12.0668;0.8179;-1.4212;-0.8314;0.8462;0.0436;5.0;1.0;1.4375;55.3125;31.125;0.8823529411764706;430.162;483.313;467.383;477.271;429.591;467.108;408.497;471.113;456.064;461.435;467.164;528.188;478.222;460.334;473.192;456.709;436.383;460.087;487.94;444.929;;;;;;;;;;
62050053.0;62000189.0;PRT19;1.0;344.0;0.0;0.0;2.7765;-1.228;0.5377;8.0;0.7673;1.3979;3.0;1525.0;201.5;0.9926;7.5682;2.1075;1.2478;0.9793;-1.2675;0.8253;5.0;4.0;1.4375;49.9375;25.25;0.8125;519.512;502.211;508.779;488.346;488.192;469.11;431.183;499.025;503.047;510.713;480.504;498.673;472.084;483.139;472.819;499.847;496.464;504.867;498.431;501.74;;;;;;;;;;
62050054.0;62000004.0;PRT07;2.0;344.0;0.0;6.0;0.7544;-0.1325;0.0741;5.0;-0.0996;-0.8323;3.0;1800.0;141.0;1.0;12.766;0.6231;0.6299;-0.8314;-4.1689;1.111;5.0;5.0;1.3157894736842106;53.63157894736842;27.63157894736842;0.8421052631578947;510.106;495.571;552.686;558.405;468.226;581.264;492.592;514.772;500.694;539.993;555.883;493.875;644.198;591.287;495.418;572.432;559.894;584.553;604.425;595.839;;;;;;;;;;
62050059.0;62000111.0;PRT07;1.0;244.0;0.0;1.0;-0.2302;-0.391;-0.0952;7.0;-1.3326;-1.0207;3.0;3506.0;325.0;0.0031;10.7877;0.85;0.1;;;;;;1.2857142857142858;52.57142857142857;27.952380952380953;0.7619047619047619;492.442;449.25;462.687;468.205;441.996;476.161;482.589;487.802;469.577;442.264;533.435;520.51;488.992;519.51;568.928;552.587;530.652;525.912;556.04;531.46;;;;;;;;;;
62050063.0;62000090.0;PRT20;2.0;344.0;0.0;4.0;1.046;-1.228;1.4752;8.0;-0.857;0.9875;3.0;2638.0;309.0;1.0;8.5372;1.5683;1.6996;0.4911;0.8462;0.6649;5.0;1.0;1.380952380952381;52.904761904761905;28.80952380952381;0.7142857142857143;608.107;637.602;662.97;654.161;587.884;598.931;596.655;610.887;602.589;627.863;653.871;638.929;626.301;663.783;539.788;601.732;565.334;580.39;604.805;616.813;;;;;;;;;;
62050067.0;62000124.0;PRT18;1.0;344.0;0.0;0.0;-0.4508;0.2289;0.5178;3.0;-0.1402;-1.4429;3.0;1863.0;266.0;0.9962;7.0038;1.0744;-0.6884;-0.8314;-0.7714;0.1896;5.0;1.0;1.44;49.44;22.96;0.6;399.872;400.695;438.507;371.535;390.354;402.483;442.652;390.262;438.903;458.497;545.099;423.658;492.435;436.03;479.488;489.488;491.852;419.545;525.066;489.802;;;;;;;;;;
62050071.0;62000131.0;PRT07;2.0;244.0;1.0;10.0;-0.6086;0.1776;-2.7187;3.0;-0.5825;-1.9708;3.0;687.0;70.5;0.9716;9.7447;0.8242;0.4292;-0.8314;0.1102;1.111;5.0;1.0;;;;;344.285;372.671;367.791;343.23;347.793;354.542;345.091;363.488;405.411;332.209;340.595;352.561;386.194;366.684;354.056;418.483;382.619;370.505;410.262;332.449;;;;;;;;;;
62050072.0;62000089.0;PRT17;1.0;344.0;0.0;2.0;0.9601;-1.228;0.8056;6.0;-0.4928;-0.8243;2.0;1498.0;103.0;1.0;14.5437;-1.4551;-0.2376;-0.8314;-0.4247;-0.5687;4.0;2.0;1.3333333333333333;51.6;24.0;0.9375;525.101;465.858;449.21;414.467;477.527;491.166;439.705;478.47;495.815;497.583;542.777;595.762;522.907;537.089;541.343;566.814;535.713;534.888;595.528;533.475;;;;;;;;;;
62050083.0;62000167.0;PRT07;1.0;344.0;0.0;5.0;-0.1524;0.1361;1.6594;5.0;-0.1565;-0.1027;3.0;3302.0;284.5;0.9473;11.6063;0.8179;0.4292;-0.8314;0.8462;-0.5687;5.0;1.0;1.263157894736842;51.26315789473684;25.263157894736842;0.6842105263157895;565.926;543.14;556.272;464.739;551.449;559.377;593.448;518.042;584.055;601.593;545.707;577.139;564.683;592.484;589.635;609.309;594.425;570.908;632.14;619.593;;;;;;;;;;
62050087.0;62000020.0;PRT21;2.0;354.0;0.0;6.0;-0.5719;1.1802;-1.0504;7.0;-2.5572;-1.0522;3.0;1244.0;156.0;1.0;7.9744;0.9995;0.4292;2.5334;0.8462;0.6204;3.0;1.0;1.25;46.85;20.25;0.45;359.915;390.047;365.309;377.279;328.266;340.786;374.854;383.854;366.313;370.927;424.05;477.846;392.258;395.205;375.546;351.627;482.578;464.001;414.431;401.886;;;;;;;;;;
62050090.0;62000001.0;PRT08;2.0;344.0;0.0;5.0;0.5689;-1.228;1.6382;9.0;0.8102;0.8927;1.0;1398.0;67.5;1.0;20.7111;-1.4551;-1.4212;0.0464;0.1102;-0.5687;5.0;1.0;1.5;42.72222222222222;18.27777777777778;0.7222222222222222;643.849;707.537;615.658;623.961;657.108;670.65;615.448;652.331;720.954;696.213;684.991;691.401;696.946;659.506;672.25;654.863;623.014;666.373;704.505;686.787;;;;;;;;;;
62050092.0;62000070.0;PRT07;1.0;344.0;0.0;4.0;-0.3487;-1.228;-0.0697;9.0;0.8533;1.2511;1.0;1901.0;141.5;0.0636;13.4346;-1.4551;-1.4212;1.8628;0.8462;-1.6218;5.0;1.0;1.3888888888888888;51.44444444444444;25.0;1.0;653.075;575.363;554.527;546.307;612.605;565.774;668.262;609.795;610.87;579.433;615.049;579.958;585.932;550.628;565.624;622.94;620.254;624.132;549.176;605.839;;;;;;;;;;
62050093.0;62000061.0;PRT07;1.0;244.0;1.0;0.0;0.0804;1.5192;;5.0;-0.5626;-1.4141;3.0;2389.0;232.5;0.929;10.2753;1.2657;0.7566;;;;;;1.3;50.45;22.75;0.75;371.714;401.026;376.534;350.572;349.34;362.742;418.146;369.058;369.845;360.544;349.535;372.138;465.138;365.314;377.072;371.114;382.151;452.204;413.249;392.429;;;;;;;;;;
62050094.0;62000088.0;PRT08;2.0;344.0;0.0;10.0;0.5004;-1.228;-0.7455;10.0;1.186;1.4471;1.0;1519.0;99.0;1.0;15.3434;0.21;0.0686;0.7337;0.8462;-0.5687;5.0;1.0;1.2083333333333333;42.458333333333336;15.347826086956522;0.875;555.336;553.644;599.287;556.476;536.998;587.663;557.981;571.251;566.824;535.313;644.527;659.867;616.595;559.083;551.524;670.619;614.833;598.002;670.289;563.63;;;;;;;;;;
62050097.0;62000023.0;PRT07;1.0;354.0;0.0;0.0;0.3903;-1.228;0.7914;4.0;-1.2913;-1.2922;3.0;2997.0;272.5;0.0183;10.9982;0.9861;0.1;0.7823;0.8462;0.6649;5.0;1.0;1.2916666666666667;52.583333333333336;26.333333333333332;0.8333333333333334;486.097;525.238;480.437;454.295;475.694;469.556;473.115;480.032;489.432;469.14;480.657;538.313;502.678;481.911;529.831;443.254;457.539;539.35;476.922;514.031;;;;;;;;;;
62050103.0;62000028.0;PRT13;1.0;244.0;0.0;2.0;0.1427;0.6266;0.0583;8.0;0.5985;1.2097;3.0;1640.0;90.0;1.0;18.2222;-0.0963;-0.4873;-0.8314;-0.1008;0.992;5.0;1.0;;;;;526.418;501.569;481.624;519.122;514.049;558.978;564.218;542.911;515.676;535.817;520.042;538.378;445.884;529.057;550.885;524.576;563.321;496.818;468.812;581.992;;;;;;;;;;
62050105.0;62000119.0;PRT20;2.0;344.0;0.0;5.0;-0.5716;0.8029;0.408;5.0;-0.2466;-0.5567;3.0;1273.0;138.5;1.0;9.1913;-0.7828;-1.4212;-0.8314;0.8462;-0.264;5.0;1.0;1.263157894736842;53.36842105263158;25.894736842105264;0.7894736842105263;577.563;520.351;632.884;641.138;636.228;581.459;551.057;621.244;630.661;674.2;643.982;587.304;639.918;647.187;652.184;590.151;622.814;612.505;592.898;652.794;;;;;;;;;;
62050107.0;62000154.0;PRT07;1.0;344.0;0.0;1.0;0.3593;-0.1325;;9.0;0.1927;0.9708;3.0;2200.0;228.0;0.0241;9.6491;0.8179;0.4591;-0.8314;0.8462;0.7965;5.0;1.0;1.4;51.3;24.15;0.65;522.356;515.008;542.32;510.341;512.216;510.863;492.951;486.553;491.507;480.091;469.776;487.619;543.052;522.345;503.01;452.317;434.831;436.893;495.062;475.131;;;;;;;;;;
62050112.0;62000045.0;PRT07;1.0;354.0;0.0;4.0;-0.0932;0.5504;-1.7463;7.0;-0.4508;-1.0154;3.0;2312.0;281.5;0.8597;8.2131;1.5435;-0.4873;-0.8314;-0.7023;1.3952;3.0;2.0;1.4210526315789473;54.1578947368421;25.94736842105263;0.7368421052631579;373.191;372.428;365.904;409.682;348.909;349.719;352.502;316.236;357.427;354.218;394.064;373.208;364.525;432.131;371.052;336.627;387.261;405.811;397.726;320.827;;;;;;;;;;
62050113.0;62000168.0;PRT07;2.0;354.0;0.0;4.0;0.9725;-1.228;-0.8222;5.0;-0.5452;0.2926;2.0;396.0;24.0;0.6458;16.5;0.4231;-0.2805;-0.8314;0.8462;-0.0192;5.0;1.0;1.3125;48.375;22.6875;0.75;567.773;526.741;530.312;561.475;536.24;562.163;550.84;552.761;525.792;526.454;604.331;576.231;560.146;627.976;605.202;597.864;551.709;598.5;560.221;556.482;;;;;;;;;;
62050114.0;62000213.0;PRT12;1.0;344.0;0.0;0.0;-0.1141;1.5338;-0.6356;3.0;0.0759;-1.8631;3.0;2083.0;330.0;0.9848;6.3121;2.0976;0.4399;-0.8314;-0.1008;1.3533;5.0;1.0;1.1764705882352942;52.705882352941174;28.764705882352942;0.8823529411764706;327.446;352.958;351.873;327.284;368.995;312.765;313.225;282.945;358.064;392.447;329.328;412.023;460.991;384.927;403.701;361.367;358.95;352.736;348.357;392.632;;;;;;;;;;
62050119.0;62000199.0;PRT01;1.0;344.0;0.0;6.0;0.7219;-1.228;-0.1555;9.0;0.5985;1.113;3.0;2700.0;284.0;0.9155;9.507;1.2579;1.0283;-0.8314;0.1102;-0.5687;5.0;1.0;1.4;54.85;29.65;0.9;549.307;462.463;549.202;505.752;540.941;513.467;506.124;520.198;509.498;545.464;527.559;558.688;551.071;514.735;545.999;484.691;498.417;520.149;547.413;513.046;;;;;;;;;;
62050123.0;62000223.0;PRT06;1.0;344.0;0.0;3.0;-0.2257;-1.228;-0.2224;8.0;0.3146;1.323;3.0;1849.0;309.0;0.835;5.9838;1.5598;0.1;0.4388;0.8462;0.0436;5.0;1.0;1.5454545454545454;53.81818181818182;28.636363636363637;0.9090909090909091;525.936;510.548;531.431;563.235;488.488;520.17;521.124;553.542;532.502;505.903;585.125;554.224;602.089;573.59;556.437;522.169;556.996;592.941;574.225;529.269;;;;;;;;;;
62050126.0;62000190.0;PRT02;2.0;244.0;1.0;10.0;-1.0699;2.326;1.8971;10.0;-0.5878;-0.5444;2.0;537.0;40.0;0.0;13.425;0.8371;1.7368;;;;;;1.2857142857142858;48.57142857142857;22.0;1.0;485.716;423.617;404.979;393.481;364.613;421.088;408.859;415.73;421.974;349.352;525.534;519.468;500.984;490.733;484.093;543.058;485.788;540.565;501.271;449.242;;;;;;;;;;
62050127.0;62000158.0;PRT25;1.0;344.0;0.0;7.0;-0.2901;-0.267;-0.4957;9.0;-0.243;1.118;3.0;1270.0;120.5;1.0;10.5394;0.993;0.1;;;;;;1.2352941176470589;50.35294117647059;25.0;0.7777777777777778;618.738;664.152;628.752;677.971;549.618;625.705;619.891;585.45;656.863;601.694;607.346;628.51;600.134;650.422;551.99;612.533;621.902;566.5;599.463;630.738;;;;;;;;;;
62050130.0;62000079.0;PRT09;2.0;344.0;0.0;4.0;-0.9913;0.4662;0.9231;10.0;0.1927;1.1482;3.0;1647.0;23.5;0.0;70.0851;2.1075;0.1;-0.8314;0.8462;1.2384;5.0;1.0;1.0952380952380953;53.42857142857143;28.80952380952381;0.7142857142857143;522.547;534.034;470.026;489.457;480.165;446.875;500.848;496.303;495.326;505.948;550.242;535.363;577.71;539.129;568.362;527.002;574.12;565.408;534.418;600.518;;;;;;;;;;
62050134.0;62000092.0;PRT23;2.0;344.0;0.0;8.0;-0.6237;-1.228;-1.0307;4.0;0.3262;-0.7972;3.0;1046.0;128.0;0.9375;8.1719;0.8179;0.2986;0.0805;-0.1421;-0.2084;5.0;1.0;1.25;47.5;21.95;0.65;580.905;566.52;523.281;597.291;532.971;579.279;588.406;538.487;568.605;560.018;570.539;610.565;603.587;553.974;626.115;632.165;587.473;541.332;615.748;622.859;;;;;;;;;;
62050137.0;62000118.0;PRT21;1.0;344.0;0.0;5.0;-0.7508;-0.267;1.797;9.0;1.5617;1.8839;1.0;899.0;67.0;0.9701;13.4179;-1.4551;-1.4212;0.0464;0.1102;-1.0628;5.0;1.0;1.3888888888888888;48.0;23.38888888888889;0.9444444444444444;678.666;598.784;621.977;593.261;634.788;669.74;656.089;591.484;630.929;629.644;534.468;497.843;549.879;575.187;547.775;579.394;587.032;546.529;545.062;540.74;;;;;;;;;;
62050141.0;62000155.0;PRT08;2.0;344.0;0.0;5.0;0.0968;-1.228;1.1037;9.0;0.7212;1.5116;3.0;604.0;73.0;1.0;8.274;1.872;0.8006;;;;;;1.1666666666666667;58.666666666666664;32.22222222222222;0.9444444444444444;549.709;573.412;589.881;532.147;556.873;572.898;535.788;550.983;557.289;496.652;534.824;522.735;598.126;521.818;535.797;598.942;525.63;548.368;597.647;532.628;;;;;;;;;;
62050144.0;62000032.0;PRT25;2.0;354.0;0.0;10.0;1.3467;-1.228;1.9081;3.0;-0.0363;-1.1901;3.0;1340.0;135.0;0.9704;9.9259;1.3635;0.4292;0.7399;0.8462;0.8253;4.0;2.0;1.45;52.45;27.75;0.8;521.771;479.437;498.01;537.541;486.943;530.275;504.696;528.471;508.197;519.966;543.385;480.472;484.5;501.11;509.966;491.002;505.884;499.822;493.596;520.404;;;;;;;;;;
62050151.0;62000070.0;PRT07;1.0;344.0;0.0;4.0;-0.6909;0.7296;-0.33;8.0;-0.5987;0.6772;1.0;1901.0;141.5;0.0636;13.4346;-1.4551;-1.4212;1.8628;0.8462;-1.6218;5.0;1.0;1.3888888888888888;51.44444444444444;25.0;1.0;488.109;498.7;505.153;533.015;470.913;518.866;511.171;570.479;490.909;536.55;520.243;509.117;583.026;491.031;458.317;572.691;560.228;626.942;529.368;467.54;;;;;;;;;;
62050153.0;62000034.0;PRT23;1.0;344.0;0.0;5.0;0.2245;-1.228;0.8339;2.0;0.8507;-1.8962;2.0;1236.0;73.0;0.9726;16.9315;-0.5869;-1.4212;;;;;;1.2666666666666666;50.06666666666667;25.133333333333333;1.0;373.259;494.697;385.221;340.49;455.554;379.039;372.318;355.192;367.384;351.62;429.024;458.283;457.401;401.796;456.196;451.594;412.045;458.339;423.437;420.277;;;;;;;;;;
62050154.0;62000108.0;PRT17;2.0;244.0;1.0;2.0;0.1154;-0.0259;;4.0;-0.5979;-1.0407;3.0;2820.0;273.0;0.9982;10.3297;0.592;0.8006;0.0996;0.8462;-0.0192;4.0;1.0;1.25;53.3;27.68421052631579;0.7;465.808;455.612;474.227;473.99;512.965;487.799;441.583;464.257;474.722;455.402;569.112;537.394;480.497;557.97;610.965;568.749;521.303;530.585;552.093;586.212;;;;;;;;;;
62050155.0;62000186.0;PRT03;2.0;354.0;0.0;2.0;-0.6868;-0.1879;-0.0293;2.0;-1.4818;-2.4415;3.0;2076.0;317.5;0.9449;6.5386;1.1782;0.1;;;;;;1.45;44.15;16.4;0.4;457.895;452.938;452.075;470.338;442.959;455.939;454.731;448.388;492.932;495.516;519.149;492.484;501.024;487.368;474.347;473.281;479.322;509.313;502.346;504.202;;;;;;;;;;
62050156.0;62000215.0;PRT02;2.0;344.0;0.0;4.0;0.7735;0.8626;;5.0;-0.3129;-0.7198;3.0;1764.0;196.0;1.0;9.0;1.2579;1.4783;-0.8314;-0.1008;0.3786;4.0;1.0;1.3125;49.625;24.25;0.875;504.295;537.542;518.352;509.266;527.692;495.245;519.43;532.84;530.095;514.649;510.036;588.687;568.739;581.341;604.3;575.871;594.666;631.516;564.511;581.668;;;;;;;;;;
62050158.0;62000033.0;PRT21;1.0;344.0;0.0;3.0;-0.5388;0.2289;0.1921;8.0;0.4447;0.1549;3.0;1885.0;197.5;1.0;9.5443;1.2579;0.4292;0.4563;0.8462;0.9647;5.0;1.0;1.4;56.8;30.85;0.75;481.624;516.134;471.331;471.06;487.535;495.327;466.747;471.18;479.882;467.386;596.154;576.842;613.671;584.942;513.323;633.153;530.935;515.334;604.017;604.711;;;;;;;;;;
62050162.0;62000062.0;PRT08;1.0;354.0;0.0;0.0;1.9298;0.6059;-0.178;3.0;-0.0363;-0.8069;1.0;224.0;19.0;0.6579;11.7895;-0.7828;0.1;1.2901;0.1102;-0.5687;5.0;1.0;1.5;42.9375;14.0;0.25;450.648;432.233;454.669;466.883;512.491;446.779;448.856;484.757;449.025;440.015;491.143;517.809;515.931;452.508;558.422;512.573;501.194;479.957;471.219;500.428;;;;;;;;;;
62050165.0;62000121.0;PRT15;1.0;354.0;0.0;10.0;0.2128;-0.391;1.6381;7.0;-0.0131;0.8164;3.0;2027.0;198.0;0.9848;10.2374;1.2432;-0.2376;-0.8314;0.8462;-0.264;5.0;1.0;1.125;47.125;20.5625;0.5625;361.396;263.472;287.677;348.611;379.193;387.827;291.879;350.827;350.783;344.503;432.279;353.629;361.42;351.453;329.445;339.506;323.696;352.395;371.438;341.16;;;;;;;;;;
